method,relaxations,time,distance
Dijkstra,183813333,0.0202788,4656.0

Dijkstra,183814905,0.001645,808.0

Dijkstra,184128778,0.1926851,14306.0

Dijkstra,184515562,0.214397,15205.0

Dijkstra,185065454,0.374149,20242.0

Dijkstra,185504673,0.4150519,13758.0

Dijkstra,185856235,0.299249,14071.0

Dijkstra,186164897,0.2599353,8570.0

Dijkstra,186356197,0.2252815,9771.0

Dijkstra,186904311,0.7706186,11597.0

Dijkstra,187127364,0.1765981,8548.0

Dijkstra,187505403,0.3833753,13446.0

Dijkstra,187884747,0.34786,9517.0

Dijkstra,188406426,0.3246016,20841.0

Dijkstra,188839849,0.321758,16019.0

Dijkstra,188844881,0.0067131,869.0

Dijkstra,188948653,0.083146,5500.0

Dijkstra,189207661,0.2063766,5797.0

Dijkstra,189539800,0.1868486,13569.0

Dijkstra,189712399,0.1839691,6843.0

Dijkstra,189890793,0.1484973,4439.0

Dijkstra,190462327,0.5139429,17289.0

Dijkstra,190691373,0.1725515,8181.0

Dijkstra,191238730,0.6297378,12586.0

Dijkstra,191530935,0.1882094,6792.0

Dijkstra,191663892,0.0686645,7470.0

Dijkstra,192005545,0.1897132,11113.0

Dijkstra,192143354,0.081891,4250.0

Dijkstra,192689180,0.3986874,17348.0

Dijkstra,193194341,0.4545145,14318.0

Dijkstra,193509655,0.2680176,6780.0

Dijkstra,193963964,0.3267328,18075.0

Dijkstra,194531604,0.4517466,20484.0

Dijkstra,194798309,0.2061279,11001.0

Dijkstra,194820671,0.0153885,1985.0

Dijkstra,195363176,0.4036892,20278.0

Dijkstra,195442865,0.0514111,6028.0

Dijkstra,195571452,0.0688536,5327.0

Dijkstra,195863200,0.1791316,8706.0

Dijkstra,196154429,0.1733421,12874.0

Dijkstra,196551076,0.3077545,14472.0

Dijkstra,196797912,0.1917687,5869.0

Dijkstra,197212486,0.3157963,10840.0

Dijkstra,197739670,0.3391985,16494.0

Dijkstra,197938846,0.1589885,5959.0

Dijkstra,198457084,0.3871754,18206.0

Dijkstra,198543588,0.058937,5973.0

Dijkstra,199078425,0.4327174,12927.0

Dijkstra,199509365,0.4705871,17180.0

Dijkstra,199768552,0.4254025,12005.0

Dijkstra,200181594,0.5018899,14354.0

Dijkstra,200654912,0.7748704,20118.0

Dijkstra,200710385,0.2201677,2672.0

Dijkstra,201134030,1.1901537,14935.0

Dijkstra,201281080,0.406088,4583.0

Dijkstra,201501419,0.2472736,9009.0

Dijkstra,201671686,0.2519822,6872.0

Dijkstra,202021977,0.4376265,14385.0

Dijkstra,202208102,0.1992213,6546.0

Dijkstra,202644751,0.4896058,9460.0

Dijkstra,202891814,0.3819503,9190.0

Dijkstra,203413894,0.8534792,15497.0

Dijkstra,203747262,0.4147044,16257.0

Dijkstra,204059450,0.6322162,12525.0

Dijkstra,204175461,0.1543482,4681.0

Dijkstra,204588448,0.7752875,15572.0

Dijkstra,204786007,0.334232,6644.0

Dijkstra,205279674,1.039242,10189.0

Dijkstra,205361363,0.1353771,6846.0

Dijkstra,205925575,0.6431487,13380.0

Dijkstra,206341689,0.3792275,14975.0

Dijkstra,206903489,0.5361647,17942.0

Dijkstra,207051637,0.1275098,3890.0

Dijkstra,207327233,0.2344729,9288.0

Dijkstra,207891725,0.5751276,16356.0

Dijkstra,208182243,0.2489924,6796.0

Dijkstra,208732555,0.4187077,13005.0

Dijkstra,209123425,0.2947907,12991.0

Dijkstra,209385562,0.1613761,11235.0

Dijkstra,209825544,0.2822914,11307.0

Dijkstra,210274143,0.3798968,17531.0

Dijkstra,210782253,0.3554921,16827.0

Dijkstra,210864851,0.058748,4884.0

Dijkstra,211170707,0.2089747,10756.0

Dijkstra,211317103,0.0942467,5264.0

Dijkstra,211411234,0.0734782,2877.0

Dijkstra,211878302,0.3633392,15884.0

Dijkstra,212144322,0.1798379,13400.0

Dijkstra,212257412,0.0817238,6429.0

Dijkstra,212663865,0.3253401,13886.0

Dijkstra,212850520,0.1640149,4892.0

Dijkstra,212905781,0.0424916,5937.0

Dijkstra,213402047,0.4031963,17571.0

Dijkstra,213640976,0.1789087,7046.0

Dijkstra,214029212,0.3119909,11860.0

Dijkstra,214540796,0.3718352,14227.0

Dijkstra,214988309,0.3219294,12210.0

Dijkstra,215435200,0.38476,13994.0

Dijkstra,215588051,0.1611731,4623.0

Dijkstra,215700488,0.1173204,3449.0

Dijkstra,216018197,0.3163143,13035.0

Dijkstra,216483086,0.3759303,16167.0

Dijkstra,216714501,0.152837,13578.0

Dijkstra,217035421,0.230655,14132.0

Dijkstra,217209072,0.1663025,4824.0

Dijkstra,217342879,0.1142328,5880.0

Dijkstra,217357506,0.0135808,1987.0

Dijkstra,217411997,0.0493665,2935.0

Dijkstra,217950090,0.5204525,14784.0

Dijkstra,218117007,0.1181854,4574.0

Dijkstra,218487425,0.2949037,14918.0

Dijkstra,218740942,0.1982375,8733.0

Dijkstra,219056044,0.2807541,7304.0

Dijkstra,219109446,0.0472076,2118.0

Dijkstra,219154527,0.0230699,6769.0

Dijkstra,219363662,0.1576226,5768.0

Dijkstra,219620681,0.1883436,7547.0

Dijkstra,219756347,0.0973525,5195.0

Dijkstra,219792961,0.0272347,4322.0

Dijkstra,220131171,0.260334,12500.0

Dijkstra,220624068,0.4175775,12566.0

Dijkstra,220902595,0.2050791,14475.0

Dijkstra,221165994,0.21628,12599.0

Dijkstra,221264317,0.1044039,3757.0

Dijkstra,221711382,0.3860608,16724.0

Dijkstra,222006257,0.239041,9135.0

Dijkstra,222529807,0.425454,19702.0

Dijkstra,222982961,0.3487602,14565.0

Dijkstra,223057773,0.0935253,2644.0

Dijkstra,223195376,0.113902,4068.0

Dijkstra,223627086,0.3427293,15656.0

Dijkstra,223907474,0.2842778,10253.0

Dijkstra,224463333,0.4744759,12637.0

Dijkstra,224644899,0.1277228,7639.0

Dijkstra,225200984,0.4311373,17196.0

Dijkstra,225307402,0.101863,4767.0

Dijkstra,225873028,0.4707383,19466.0

Dijkstra,226202737,0.2760286,7715.0

Dijkstra,226590909,0.319678,9188.0

Dijkstra,226997995,0.3514208,11412.0

Dijkstra,227197015,0.1532546,6514.0

Dijkstra,227487198,0.2458554,6910.0

Dijkstra,227577826,0.0870305,4594.0

Dijkstra,227706951,0.1227737,7109.0

Dijkstra,228097087,0.3307704,11165.0

Dijkstra,228534570,0.4633568,13496.0

Dijkstra,228653393,0.1355375,4214.0

Dijkstra,228684302,0.0289189,3409.0

Dijkstra,229186848,0.5093794,11830.0

Dijkstra,229485618,0.4884923,8822.0

Dijkstra,229743646,0.5136685,13206.0

Dijkstra,229823789,0.1221949,3648.0

Dijkstra,230248998,0.5682588,15406.0

Dijkstra,230446691,0.2485618,9973.0

Dijkstra,230468337,0.0183178,3146.0

Dijkstra,230966221,0.5962785,17288.0

Dijkstra,231458252,0.5458551,17390.0

Dijkstra,231602479,0.1781589,5995.0

Dijkstra,231780060,0.2131864,4534.0

Dijkstra,232085355,0.3527754,8275.0

Dijkstra,232110586,0.0322187,1424.0

Dijkstra,232130591,0.0225524,1994.0

Dijkstra,232160705,0.0274929,2191.0

Dijkstra,232517953,0.4624108,10877.0

Dijkstra,232999489,0.5818487,15001.0

Dijkstra,233149828,0.1791342,6477.0

Dijkstra,233467442,0.3359853,8133.0

Dijkstra,233856963,0.6041009,9278.0

Dijkstra,234355768,1.7725991,13271.0

Dijkstra,234913205,0.8992329,17603.0

Dijkstra,234998567,0.1245004,2428.0

Dijkstra,235537883,0.615141,17712.0

Dijkstra,235772821,0.2122468,12129.0

Dijkstra,235953990,0.1452569,5377.0

Dijkstra,236139170,0.1630423,7737.0

Dijkstra,236465814,0.30424,10168.0

Dijkstra,236540839,0.0594405,4020.0

Dijkstra,236867213,0.3482592,8024.0

Dijkstra,236996819,0.1215468,3986.0

Dijkstra,237189495,0.182446,7115.0

Dijkstra,237652599,0.455012,19721.0

Dijkstra,237968726,0.2551684,14995.0

Dijkstra,238107182,0.1205035,5038.0

Dijkstra,238473144,0.363286,10510.0

Dijkstra,238676287,0.2326456,5463.0

Dijkstra,238728610,0.0477959,3089.0

Dijkstra,239113103,0.5351549,8363.0

Dijkstra,239539828,0.6866473,11418.0

Dijkstra,239555266,0.0346699,2797.0

Dijkstra,239999578,0.7412467,12151.0

Dijkstra,240009652,0.0178757,1953.0

Dijkstra,240299707,0.6000681,7404.0

Dijkstra,240374553,0.1281107,4027.0

Dijkstra,240617440,0.4392368,6072.0

Dijkstra,240712473,0.1585814,6930.0

Dijkstra,241241693,0.7799016,11435.0

Dijkstra,241482527,0.3101123,11248.0

Dijkstra,241751956,0.334894,6811.0

Dijkstra,241948490,0.2829872,5035.0

Dijkstra,241978325,0.041107,1771.0

Dijkstra,242310089,0.4492162,9359.0

Dijkstra,242366644,0.0724081,5287.0

Dijkstra,242720953,0.571841,8184.0

Dijkstra,242920329,0.2311737,7134.0

Dijkstra,243472274,0.5403343,17785.0

Dijkstra,243880291,0.4316168,13769.0

Dijkstra,244172703,0.2972282,6964.0

Dijkstra,244207400,0.0349616,2458.0

Dijkstra,244274698,0.0702571,4697.0

Dijkstra,244549099,0.2923717,12657.0

Dijkstra,245048064,0.4633782,18325.0

Dijkstra,245340241,0.2956105,6452.0

Dijkstra,245646892,0.2914668,7764.0

Dijkstra,245899813,0.235037,5468.0

Dijkstra,246457619,0.4238635,23910.0

Dijkstra,246461592,0.0071462,582.0

Dijkstra,246582757,0.1105837,3436.0

Dijkstra,246963405,0.3589347,14802.0

Dijkstra,247091832,0.1102542,7373.0

Dijkstra,247124843,0.0280677,1410.0

Dijkstra,247249014,0.0845878,4569.0

Dijkstra,247694003,0.3582002,15202.0

Dijkstra,247783944,0.0627296,4252.0

Dijkstra,248130987,0.2892548,7854.0

Dijkstra,248312917,0.1795469,7605.0

Dijkstra,248513703,0.2034749,5886.0

Dijkstra,248884603,0.3893114,7881.0

Dijkstra,249050681,0.1675858,7939.0

Dijkstra,249314267,0.2405091,12685.0

Dijkstra,249461608,0.1467782,3962.0

Dijkstra,249753566,0.3273326,11510.0

Dijkstra,249975632,0.229461,5225.0

Dijkstra,250381382,0.395256,9601.0

Dijkstra,250707615,0.2788462,11088.0

Dijkstra,250845604,0.1118705,3748.0

Dijkstra,251006922,0.1592479,5584.0

Dijkstra,251087220,0.0704043,6257.0

Dijkstra,251614202,0.4756456,11918.0

Dijkstra,251641795,0.0371095,2600.0

Dijkstra,251890728,0.2308661,10802.0

Dijkstra,252438883,0.4157111,20471.0

Dijkstra,252798911,0.3204693,9329.0

Dijkstra,253229980,0.306425,9918.0

Dijkstra,253753705,0.5173951,15479.0

Dijkstra,254138678,0.5029624,12869.0

Dijkstra,254621319,0.594894,17194.0

Dijkstra,255063014,0.635724,17044.0

Dijkstra,255293843,0.543688,6758.0

Dijkstra,255407479,0.1963033,7004.0

Dijkstra,255461756,0.0877757,2823.0

Dijkstra,255981641,1.3384481,13493.0

Dijkstra,256472802,0.9055047,12172.0

Dijkstra,256679966,0.3967204,5220.0

Dijkstra,256693233,0.0216258,1501.0

Dijkstra,257209765,0.4162182,17998.0

Dijkstra,257450435,0.2313442,8585.0

Dijkstra,257542683,0.057442,4264.0

Dijkstra,257771599,0.1603744,6402.0

Dijkstra,258117175,0.3776802,7691.0

Dijkstra,258273775,0.1538652,6292.0

Dijkstra,258577187,0.269862,12417.0

Dijkstra,259035001,0.5261132,11355.0

Dijkstra,259490322,0.6146513,13748.0

Dijkstra,259975223,0.6203116,12909.0

Dijkstra,260250552,0.2857266,11552.0

Dijkstra,260646378,0.3095607,11153.0

Dijkstra,260748428,0.0787163,4459.0

Dijkstra,261253432,0.3959402,16404.0

Dijkstra,261826698,0.4173024,18666.0

Dijkstra,262010907,0.1883887,4550.0

Dijkstra,262033849,0.0164096,2564.0

Dijkstra,262335508,0.2251368,14966.0

Dijkstra,262561175,0.1992789,11185.0

Dijkstra,263069638,0.3766221,18953.0

Dijkstra,263157900,0.0741011,4473.0

Dijkstra,263539442,0.2998822,9368.0

Dijkstra,263977432,0.3218587,9208.0

Dijkstra,264499065,0.3873956,19769.0

Dijkstra,264966718,0.413814,14972.0

Dijkstra,264981513,0.0117471,2000.0

Dijkstra,265313418,0.2082129,10852.0

Dijkstra,265825120,0.3346866,11609.0

Dijkstra,266357318,0.3917964,14141.0

Dijkstra,266811788,0.3060321,14813.0

Dijkstra,267273554,0.2911805,15982.0

Dijkstra,267485143,0.1476061,8999.0

Dijkstra,267489822,0.0030061,677.0

Dijkstra,267782715,0.218359,6682.0

Dijkstra,267849660,0.042348,6035.0

Dijkstra,268356940,0.3380348,17946.0

Dijkstra,268881136,0.361527,17831.0

Dijkstra,269389460,0.3255839,14049.0

Dijkstra,269434900,0.0287275,2338.0

Dijkstra,269792189,0.2444826,13024.0

Dijkstra,269883732,0.0548577,8227.0

Dijkstra,270194743,0.1982034,6839.0

Dijkstra,270624031,0.3662697,12713.0

Dijkstra,271004342,0.412074,9073.0

Dijkstra,271217734,0.1742131,7333.0

Dijkstra,271343978,0.0879735,7087.0

Dijkstra,271761155,0.2238931,15569.0

Dijkstra,271983687,0.1481321,6755.0

Dijkstra,272144847,0.1026801,4303.0

Dijkstra,272540524,0.2381763,9178.0

Dijkstra,273031529,0.4304407,13585.0

Dijkstra,273102630,0.0875337,2935.0

Dijkstra,273352177,0.3192554,8379.0

Dijkstra,273529191,0.243199,8047.0

Dijkstra,273643490,0.1700077,4885.0

Dijkstra,274056062,0.4854615,15136.0

Dijkstra,274273448,0.2284918,7326.0

Dijkstra,274702400,0.3581617,11075.0

Dijkstra,274776738,0.0589186,4180.0

Dijkstra,274839499,0.0680475,3438.0

Dijkstra,274946846,0.1894397,3479.0

Dijkstra,275165300,0.2903609,6108.0

Dijkstra,275168514,0.0074313,1222.0

Dijkstra,275606961,0.4758429,16606.0

Dijkstra,276049283,0.5375747,9514.0

Dijkstra,276311628,0.2660059,13687.0

Dijkstra,276425802,0.1032583,3262.0

Dijkstra,276938111,0.3303611,22398.0

Dijkstra,277096830,0.0942571,6337.0

Dijkstra,277662446,0.3377977,13034.0

Dijkstra,277955434,0.2059906,12335.0

Dijkstra,278409239,0.3465587,11819.0

Dijkstra,278721351,0.1899928,16105.0

Dijkstra,279003320,0.1566633,12860.0

Dijkstra,279148174,0.1193094,5972.0

Dijkstra,279656734,0.3881886,11824.0

Dijkstra,279795217,0.097995,7277.0

Dijkstra,280032097,0.1564726,7510.0

Dijkstra,280037528,0.0061098,705.0

Dijkstra,280293812,0.1791495,10734.0

Dijkstra,280416857,0.0760521,4436.0

Dijkstra,280510860,0.07087,3127.0

Dijkstra,280699855,0.1452731,4930.0

Dijkstra,281127740,0.2441196,12282.0

Dijkstra,281634872,0.3156374,17294.0

Dijkstra,282062559,0.3273462,11410.0

Dijkstra,282500167,0.3642347,13508.0

Dijkstra,282920442,0.4558519,16836.0

Dijkstra,283400299,0.4032863,18016.0

Dijkstra,283506662,0.0950956,3873.0

Dijkstra,283621571,0.112922,3507.0

Dijkstra,283694857,0.0706745,3911.0

Dijkstra,283752162,0.062673,1547.0

Dijkstra,284141486,0.2646262,14184.0

Dijkstra,284689193,0.4685939,19044.0

Dijkstra,285129977,0.3528417,13296.0

Dijkstra,285193221,0.0512625,2412.0

Dijkstra,285455604,0.1831501,9466.0

Dijkstra,285486691,0.0160217,2650.0

Dijkstra,285983574,0.2788633,14703.0

Dijkstra,286178931,0.1223962,9312.0

Dijkstra,286319459,0.0853611,4125.0

Dijkstra,286596249,0.1599969,6575.0

Dijkstra,286771357,0.1232365,6420.0

Dijkstra,287152925,0.2168366,11699.0

Dijkstra,287705719,0.3680062,17794.0

Dijkstra,287834594,0.0815219,6076.0

Dijkstra,287974637,0.1154331,4527.0

Dijkstra,288521796,0.3039866,21420.0

Dijkstra,288597446,0.040854,4896.0
